Bt0,Bt1,Bt2,Bt3,Sector
-68,-71,-52,-65,5
-64,-84,-52,-65,5
-68,-71,-52,-60,5
-64,-71,-52,-65,5
-68,-71,-51,-65,5
-65,-81,-52,-59,5
-64,-71,-52,-65,5
-68,-72,-52,-60,5
-65,-72,-52,-60,5
-64,-71,-52,-61,5
-69,-82,-52,-65,5
-64,-72,-52,-61,5
-65,-71,-52,-59,5
-69,-83,-52,-65,5
-64,-71,-51,-61,5
-65,-82,-51,-59,5
-68,-72,-52,-61,5
-64,-71,-51,-60,5
-64,-71,-51,-65,5
-65,-81,-52,-59,5
-65,-82,-52,-65,5
-64,-72,-52,-60,5
-69,-71,-50,-65,5
-65,-71,-51,-65,5
-64,-83,-52,-65,5
-64,-72,-53,-65,5
-68,-82,-51,-65,5
-69,-72,-51,-65,5
-68,-82,-50,-65,5
-64,-81,-52,-61,5
-69,-71,-51,-65,5
-65,-85,-51,-65,5
-65,-72,-51,-61,5
-69,-71,-52,-60,5
-68,-71,-51,-59,5
-65,-83,-52,-65,5
-65,-80,-51,-60,5
-68,-84,-52,-60,5
-68,-70,-52,-59,5
-64,-82,-51,-60,5
-65,-71,-50,-61,5
-68,-83,-52,-60,5
-68,-71,-52,-65,5
-68,-72,-51,-59,5
-65,-72,-52,-65,5
-68,-72,-51,-65,5
-68,-81,-52,-64,5
-65,-85,-51,-64,5
-64,-71,-52,-59,5
-68,-72,-52,-59,5
-68,-72,-52,-64,5
-65,-82,-52,-59,5
-68,-83,-52,-61,5
-65,-81,-51,-64,5
-68,-71,-52,-59,5
-68,-72,-51,-59,5
-64,-71,-50,-65,5
-68,-71,-52,-62,5
-64,-71,-52,-61,5
-65,-86,-51,-59,5
-65,-71,-51,-59,5
-68,-85,-51,-59,5
-65,-85,-51,-65,5
-69,-72,-51,-60,5
-64,-71,-50,-66,5
-68,-71,-51,-65,5
-64,-71,-52,-61,5
-68,-71,-53,-66,5
-64,-71,-50,-61,5
-64,-72,-51,-60,5
-68,-83,-52,-59,5
-64,-71,-52,-65,5
-68,-71,-52,-61,5
-65,-82,-52,-59,5
-64,-71,-51,-59,5
-64,-83,-52,-65,5
-65,-72,-51,-61,5
-65,-72,-52,-60,5
-65,-71,-50,-60,5
-65,-85,-51,-65,5
-68,-71,-52,-59,5
-65,-71,-51,-65,5
-65,-84,-52,-65,5
-64,-85,-52,-60,5
-65,-72,-51,-65,5
-68,-86,-52,-60,5
-68,-72,-52,-59,5
-64,-72,-52,-60,5
-64,-71,-52,-65,5
-68,-72,-52,-65,5
-64,-72,-52,-60,5
-65,-81,-53,-59,5
-65,-87,-52,-59,5
-68,-72,-52,-65,5
-65,-80,-52,-65,5
-69,-85,-52,-59,5
-68,-72,-51,-60,5
-65,-79,-52,-65,5
-65,-80,-52,-61,5
-68,-71,-52,-59,5
-69,-80,-52,-66,5
-65,-78,-52,-60,5
-65,-70,-52,-65,5
-65,-71,-52,-65,5
-65,-87,-52,-59,5
-65,-85,-51,-65,5
-69,-71,-53,-59,5
-69,-69,-51,-60,5
-65,-79,-52,-59,5
-65,-79,-52,-59,5
-65,-70,-51,-59,5
-64,-86,-50,-65,5
-65,-87,-52,-61,5
-65,-70,-51,-66,5
-69,-70,-51,-65,5
-65,-70,-51,-66,5
-65,-86,-51,-59,5
-69,-81,-51,-65,5
-68,-71,-52,-65,5
-64,-71,-51,-65,5
-65,-71,-52,-61,5
-69,-71,-53,-60,5
-65,-71,-52,-59,5
-69,-83,-52,-59,5
-65,-71,-52,-65,5
-65,-71,-52,-61,5
-65,-84,-52,-65,5
-68,-71,-52,-59,5
-65,-71,-51,-60,5
-64,-71,-51,-59,5
-64,-71,-52,-59,5
-68,-84,-53,-59,5
-65,-71,-51,-59,5
-68,-71,-52,-59,5
-68,-71,-52,-65,5
-68,-85,-53,-65,5
-68,-71,-52,-65,5
-65,-71,-52,-65,5
-68,-83,-51,-61,5
-65,-71,-52,-59,5
-64,-71,-51,-59,5
-68,-71,-52,-61,5
-68,-83,-51,-64,5
-69,-81,-52,-61,5
-65,-71,-51,-65,5
-65,-85,-51,-65,5
-68,-71,-52,-65,5
-65,-83,-51,-61,5
-69,-71,-51,-61,5
-65,-71,-52,-59,5
-65,-71,-52,-65,5
-65,-71,-52,-60,5
-65,-70,-51,-66,5
-65,-87,-51,-59,5
-65,-70,-52,-66,5
-64,-80,-53,-66,5
-64,-68,-51,-61,5
-65,-70,-51,-59,5
-65,-70,-51,-59,5
-69,-69,-51,-66,5
-64,-70,-52,-59,5
-64,-70,-52,-60,5
-69,-70,-52,-60,5
-65,-81,-52,-59,5
-65,-70,-51,-61,5
-65,-70,-52,-61,5
-64,-70,-51,-66,5
-64,-69,-51,-65,5
-69,-70,-52,-60,5
-65,-70,-51,-66,5
-65,-83,-51,-61,5
-68,-70,-52,-59,5
-64,-70,-51,-61,5
-68,-70,-52,-60,5
-65,-70,-51,-60,5
-65,-81,-51,-61,5
-69,-71,-52,-61,5
-68,-70,-52,-61,5
-68,-70,-51,-61,5
-71,-69,-52,-60,5
-65,-76,-51,-60,5
-63,-80,-52,-59,5
-71,-75,-52,-59,5
-62,-71,-53,-59,5
-69,-72,-52,-63,5
-68,-74,-52,-64,5
-67,-75,-52,-63,5
-60,-78,-51,-59,5
-61,-78,-52,-60,5
-69,-77,-53,-59,5
-67,-75,-52,-60,5
-59,-75,-52,-63,5
-59,-73,-52,-62,6
-63,-82,-54,-62,6
-58,-74,-54,-68,6
-56,-67,-55,-61,6
-56,-68,-54,-66,6
-58,-60,-57,-61,6
-61,-69,-52,-67,6
-66,-58,-56,-66,6
-55,-59,-57,-67,6
-68,-70,-55,-63,6
-70,-58,-55,-68,6
-60,-60,-58,-60,6
-71,-71,-57,-60,6
-71,-58,-56,-60,6
-62,-75,-55,-66,6
-62,-72,-53,-66,6
-61,-72,-53,-61,6
-59,-73,-54,-69,6
-70,-77,-55,-62,6
-61,-72,-53,-62,6
-59,-80,-54,-62,6
-59,-77,-53,-61,6
-60,-57,-53,-69,6
-69,-58,-54,-62,6
-69,-57,-54,-60,6
-62,-57,-53,-63,6
-61,-70,-54,-63,6
-60,-59,-53,-65,6
-60,-58,-56,-69,6
-60,-75,-56,-70,6
-60,-58,-55,-62,6
-60,-73,-55,-61,6
-60,-58,-54,-60,6
-60,-71,-54,-68,6
-69,-58,-54,-60,6
-60,-72,-54,-63,6
-69,-59,-54,-61,6
-60,-58,-54,-63,6
-69,-59,-54,-60,6
-59,-73,-54,-66,6
-62,-74,-54,-60,6
-63,-73,-54,-63,6
-60,-70,-55,-66,6
-69,-59,-54,-66,6
-69,-73,-54,-66,6
-69,-69,-54,-66,6
-61,-73,-54,-60,6
-60,-73,-54,-66,6
-69,-58,-54,-60,6
-62,-59,-54,-60,6
-60,-74,-54,-62,6
-60,-74,-54,-63,6
-62,-70,-54,-60,6
-62,-73,-54,-67,6
-69,-70,-55,-66,6
-62,-70,-54,-66,6
-61,-59,-54,-66,6
-60,-74,-54,-63,6
-60,-74,-54,-66,6
-62,-71,-54,-66,6
-62,-59,-55,-66,6
-62,-59,-55,-60,6
-62,-74,-54,-60,6
-60,-71,-54,-63,6
-60,-58,-54,-63,6
-62,-70,-55,-63,6
-63,-73,-54,-66,6
-63,-58,-54,-67,6
-63,-59,-54,-60,6
-60,-59,-54,-66,6
-63,-74,-54,-61,6
-63,-71,-54,-66,6
-69,-59,-54,-60,6
-69,-73,-54,-66,6
-70,-59,-55,-63,6
-69,-73,-55,-63,6
-62,-70,-54,-60,6
-69,-73,-54,-63,6
-69,-59,-54,-60,6
-68,-73,-56,-67,6
-69,-70,-54,-66,6
-60,-59,-54,-66,6
-63,-59,-55,-66,6
-60,-74,-55,-66,6
-60,-59,-54,-60,6
-63,-73,-54,-60,6
-60,-59,-54,-62,6
-69,-59,-54,-60,6
-60,-73,-55,-66,6
-60,-69,-54,-66,6
-60,-59,-54,-67,6
-60,-72,-54,-63,6
-63,-73,-55,-60,6
-63,-72,-54,-63,6
-60,-73,-54,-63,6
-63,-69,-54,-66,6
-63,-59,-55,-60,6
-63,-59,-54,-60,6
-60,-73,-55,-63,6
-68,-69,-54,-66,6
-60,-74,-54,-63,6
-63,-69,-54,-60,6
-69,-58,-55,-63,6
-60,-59,-54,-66,6
-69,-58,-55,-63,6
-60,-74,-55,-66,6
-61,-59,-54,-66,6
-63,-73,-54,-60,6
-60,-69,-55,-66,6
-61,-59,-54,-66,6
-60,-59,-54,-60,6
-60,-73,-54,-67,6
-63,-59,-54,-62,6
-69,-59,-54,-63,6
-69,-73,-55,-63,6
-69,-69,-54,-63,6
-60,-59,-54,-63,6
-69,-59,-54,-63,6
-69,-59,-54,-60,6
-60,-69,-54,-63,6
-69,-59,-54,-66,6
-69,-59,-55,-66,6
-69,-73,-55,-60,6
-63,-69,-55,-63,6
-63,-58,-54,-66,6
-60,-59,-54,-60,6
-69,-70,-55,-63,6
-69,-59,-55,-67,6
-63,-73,-54,-66,6
-60,-69,-54,-60,6
-69,-59,-55,-60,6
-69,-59,-54,-60,6
-63,-69,-55,-63,6
-62,-69,-54,-60,6
-61,-74,-55,-67,6
-63,-73,-54,-66,6
-62,-73,-55,-65,6
-60,-73,-54,-63,6
-60,-72,-54,-66,6
-73,-59,-55,-65,6
-70,-72,-52,-66,6
-69,-72,-56,-61,6
-62,-59,-52,-62,6
-60,-58,-56,-60,6
-69,-58,-51,-68,6
-62,-76,-57,-63,6
-69,-76,-56,-62,6
-61,-76,-56,-70,6
-69,-76,-52,-63,6
-69,-58,-56,-62,6
-69,-58,-52,-71,6
-69,-58,-57,-61,6
-62,-59,-57,-60,6
-62,-58,-52,-61,6
-61,-59,-52,-70,6
-69,-71,-56,-70,6
-69,-59,-52,-62,6
-60,-76,-57,-70,6
-60,-71,-57,-63,6
-69,-58,-52,-62,6
-69,-71,-52,-62,6
-69,-77,-56,-61,6
-69,-71,-57,-61,6
-69,-76,-52,-61,6
-61,-76,-56,-70,6
-69,-76,-52,-62,6
-69,-58,-51,-70,6
-61,-71,-52,-62,6
-62,-71,-57,-70,6
-61,-71,-52,-70,6
-69,-71,-52,-63,6
-61,-70,-52,-63,6
-62,-76,-56,-62,6
-60,-71,-52,-62,6
-62,-58,-57,-62,6
-69,-70,-57,-69,6
-62,-58,-52,-69,6
-69,-58,-57,-61,6
-69,-58,-51,-62,6
-69,-71,-57,-69,6
-61,-71,-52,-70,6
-61,-58,-52,-70,6
-62,-71,-57,-69,6
-69,-58,-56,-70,6
-69,-58,-56,-69,6
-60,-58,-57,-70,6
-62,-58,-52,-62,6
-62,-75,-57,-69,6
-61,-75,-57,-61,6
-62,-58,-56,-70,6
-62,-58,-57,-61,6
-60,-70,-57,-70,6
-69,-58,-57,-69,6
-60,-76,-57,-69,6
-69,-58,-56,-62,6
-69,-71,-56,-63,6
-62,-58,-57,-61,6
-60,-77,-52,-61,6
-62,-71,-52,-63,6
-60,-77,-56,-69,6
-60,-58,-57,-63,6
-62,-58,-52,-62,6
-62,-58,-56,-63,6
-69,-71,-56,-63,6
-60,-58,-56,-63,6
-60,-72,-56,-62,6
-69,-72,-52,-63,6
-69,-58,-56,-63,6
-69,-58,-52,-61,6
-62,-58,-57,-63,6
-69,-72,-56,-69,6
-60,-72,-56,-69,6
-69,-58,-52,-70,6
-69,-58,-56,-63,6
-62,-76,-56,-69,6
-60,-58,-52,-63,6
-60,-58,-56,-70,6
-69,-77,-57,-63,6
-62,-58,-56,-61,6
-62,-58,-57,-69,6
-62,-71,-56,-69,6
-69,-71,-56,-69,6
-69,-58,-52,-69,6
-62,-58,-56,-70,6
-60,-72,-57,-63,6
-69,-58,-52,-62,6
-62,-72,-56,-63,6
-69,-77,-56,-63,6
-62,-71,-55,-62,6
-62,-72,-56,-69,6
-60,-72,-52,-62,6
-69,-58,-52,-61,6
-60,-77,-52,-63,6
-61,-72,-52,-69,6
-62,-77,-52,-61,6
-62,-58,-56,-69,6
-62,-58,-56,-69,6
-60,-77,-52,-69,6
-62,-77,-52,-63,6
-69,-58,-56,-63,6
-69,-72,-52,-63,6
-62,-58,-57,-63,6
-60,-76,-52,-62,6
-60,-58,-52,-69,6
-61,-73,-52,-69,6
-62,-76,-56,-70,6
-68,-72,-51,-62,6
-62,-72,-56,-61,6
-69,-72,-56,-63,6
-61,-58,-57,-63,6
-69,-58,-57,-62,6
-60,-59,-57,-69,6
-69,-58,-56,-70,6
-69,-72,-56,-62,6
-60,-75,-57,-63,6
-69,-58,-52,-61,6
-70,-59,-56,-70,6
-61,-59,-52,-63,6
-62,-59,-52,-61,6
-62,-75,-52,-63,6
-62,-59,-57,-70,6
-69,-58,-57,-70,6
-70,-58,-52,-61,6
-61,-59,-51,-60,6
-62,-58,-52,-70,6
-69,-75,-52,-70,6
-61,-59,-52,-61,6
-61,-59,-52,-62,6
-69,-59,-52,-70,6
-69,-59,-52,-62,6
-61,-75,-56,-70,6
-62,-75,-56,-61,6
-69,-58,-57,-63,6
-69,-59,-57,-62,6
-69,-71,-51,-63,6
-69,-58,-52,-70,6
-61,-76,-57,-62,6
-69,-58,-52,-70,6
-61,-76,-56,-61,6
-69,-71,-57,-63,6
-60,-58,-56,-70,6
-69,-72,-56,-61,6
-62,-58,-57,-68,6
-69,-75,-57,-63,6
-60,-75,-56,-62,6
-69,-75,-56,-63,6
-60,-58,-56,-68,6
-60,-57,-56,-63,6
-62,-76,-57,-62,6
-60,-73,-52,-63,6
-68,-74,-56,-68,6
-62,-76,-57,-60,6
-60,-74,-57,-69,6
-62,-73,-57,-68,6
-69,-72,-52,-63,6
-62,-58,-56,-63,6
-60,-74,-57,-68,6
-60,-76,-52,-67,6
-68,-58,-52,-68,6
-68,-74,-52,-63,6
-68,-77,-56,-63,6
-69,-73,-56,-69,6
-61,-76,-56,-61,6
-68,-59,-52,-64,6
-61,-74,-52,-60,6
-68,-75,-52,-64,6
-68,-76,-56,-68,6
-69,-58,-57,-63,6
-62,-76,-57,-63,6
-68,-57,-52,-69,6
-68,-75,-52,-60,6
-62,-76,-56,-60,6
-62,-57,-57,-69,6
-69,-58,-56,-68,6
-60,-59,-52,-68,6
-62,-77,-52,-63,6
-59,-72,-57,-62,6
-69,-59,-56,-63,6
-68,-75,-57,-60,6
-62,-74,-57,-69,6
-62,-77,-57,-69,6
-61,-79,-57,-60,6
-60,-73,-52,-62,6
-61,-75,-57,-72,6
-59,-77,-58,-69,6
-59,-73,-51,-69,6
-73,-58,-56,-70,6
-59,-59,-52,-71,6
-68,-72,-54,-71,6
-59,-76,-53,-62,6
-61,-59,-54,-65,6
-62,-73,-55,-66,6
-66,-58,-52,-65,6
-61,-75,-54,-62,6
-60,-77,-53,-61,6
-61,-75,-55,-65,6
-60,-72,-52,-62,6
-60,-75,-54,-68,6
-69,-72,-55,-72,6
-60,-58,-53,-71,6
-70,-59,-55,-69,6
-59,-74,-53,-68,6
-71,-74,-55,-71,6
-71,-74,-55,-69,6
-68,-80,-53,-69,6
-61,-77,-52,-69,6
-70,-58,-55,-75,6
-60,-76,-52,-60,6
-70,-77,-54,-74,6
-61,-75,-55,-75,6
-68,-57,-52,-60,6
-60,-58,-55,-69,6
-59,-72,-52,-78,6
-60,-77,-55,-68,6
-68,-57,-52,-67,6
-69,-76,-52,-66,6
-59,-77,-55,-77,6
-68,-71,-55,-60,6
-68,-57,-55,-61,6
-60,-76,-52,-68,6
-68,-76,-55,-78,6
-68,-75,-53,-69,6
-60,-75,-52,-68,6
-60,-69,-55,-77,6
-68,-77,-55,-67,6
-68,-57,-52,-76,6
-68,-57,-52,-75,6
-68,-71,-52,-68,6
-61,-58,-55,-76,6
-63,-58,-52,-65,6
-61,-59,-55,-67,6
-59,-75,-56,-70,6
-62,-58,-56,-61,6
-63,-75,-54,-69,6
-72,-59,-54,-66,6
-71,-73,-52,-63,6
-69,-58,-55,-66,6
-71,-74,-55,-62,6
-60,-78,-52,-69,6
-59,-59,-57,-63,6
-59,-75,-51,-61,6
-61,-73,-57,-63,6
-65,-60,-52,-69,6
-64,-60,-55,-63,6
-64,-72,-56,-61,6
-63,-73,-53,-65,6
-63,-58,-52,-69,6
-88,-71,-56,-66,6
-66,-60,-55,-61,6
-66,-60,-57,-61,6
-72,-60,-53,-61,6
-65,-69,-55,-62,6
-66,-60,-55,-68,6
-68,-68,-55,-71,6
-63,-59,-53,-67,6
-67,-59,-55,-59,6
-59,-59,-56,-62,6
-59,-60,-55,-65,6
-59,-69,-59,-62,6
-61,-67,-55,-69,6
-64,-58,-53,-69,6
-60,-74,-53,-68,6
-62,-59,-53,-65,6
-62,-60,-53,-69,6
-62,-69,-53,-63,6
-60,-73,-57,-63,6
-59,-75,-53,-69,6
-59,-59,-56,-68,6
-80,-74,-55,-65,6
-60,-76,-57,-71,6
-61,-73,-53,-62,6
-70,-75,-55,-65,6
-74,-59,-52,-64,6
-57,-60,-57,-62,6
-58,-78,-52,-69,6
-72,-60,-57,-62,6
-59,-74,-52,-69,6
-59,-74,-56,-63,6
-74,-60,-56,-61,6
-73,-74,-55,-63,6
-60,-60,-52,-66,6
-69,-72,-58,-61,6
-63,-60,-52,-73,6
-67,-60,-53,-65,6
-66,-71,-57,-72,6
-73,-60,-57,-71,6
-65,-76,-53,-61,6
-64,-59,-55,-60,6
-66,-59,-57,-62,6
-59,-76,-52,-61,6
-59,-82,-52,-66,6
-65,-59,-57,-60,6
-59,-76,-54,-68,6
-61,-69,-52,-62,6
-71,-74,-58,-67,6
-67,-76,-57,-67,6
-70,-59,-55,-59,6
-69,-80,-52,-61,6
-68,-74,-55,-61,6
-60,-76,-52,-69,6
-67,-75,-58,-70,6
-67,-79,-57,-70,6
-59,-78,-53,-61,6
-67,-71,-52,-62,6
-67,-60,-57,-60,6
-68,-60,-55,-67,6
-57,-60,-54,-63,6
-61,-77,-55,-72,6
-62,-61,-55,-68,6
-61,-60,-55,-68,6
-68,-80,-53,-62,6
-59,-58,-52,-66,6
-72,-73,-55,-62,6
-71,-59,-56,-69,6
-69,-71,-55,-67,6
-68,-59,-52,-69,6
-70,-59,-57,-61,6
-59,-59,-57,-62,6
-63,-59,-54,-69,6
-60,-81,-52,-69,6
-63,-77,-55,-70,6
-66,-60,-53,-63,6
-66,-86,-52,-62,6
-55,-83,-53,-68,6
-62,-78,-58,-62,6
-56,-80,-52,-62,6
-64,-59,-56,-61,6
-64,-74,-56,-63,6
-62,-59,-53,-68,6
-58,-60,-55,-68,6
-69,-60,-55,-62,6
-69,-73,-53,-62,6
-69,-59,-58,-67,6
-71,-72,-57,-68,6
-63,-75,-56,-66,6
-77,-60,-53,-67,6
-77,-75,-53,-66,6
-80,-59,-53,-66,6
-80,-60,-55,-66,6
-62,-70,-59,-66,6
-78,-79,-56,-66,6
-79,-77,-59,-60,6
-62,-78,-53,-68,6
-77,-60,-56,-65,6
-76,-60,-59,-60,6
-76,-76,-53,-66,6
-61,-59,-53,-60,6
-75,-69,-56,-60,6
-77,-59,-56,-66,6
-62,-69,-56,-66,6
-62,-76,-56,-60,6
-62,-60,-53,-60,6
-79,-69,-56,-66,6
-61,-76,-53,-66,6
-62,-77,-59,-66,6
-62,-60,-53,-66,6
-78,-68,-56,-66,6
-78,-59,-53,-60,6
-61,-60,-59,-60,6
-61,-75,-53,-60,6
-61,-59,-53,-66,6
-61,-59,-53,-67,6
-78,-75,-59,-60,6
-62,-60,-53,-65,6
-78,-69,-53,-66,6
-62,-60,-53,-66,6
-77,-76,-56,-59,6
-62,-69,-56,-59,6
-62,-60,-59,-60,6
-62,-76,-53,-66,6
-78,-60,-53,-60,6
-61,-60,-57,-66,6
-61,-77,-53,-59,6
-78,-60,-53,-66,6
-61,-69,-53,-66,6
-61,-76,-56,-66,6
-62,-75,-55,-66,6
-79,-60,-56,-67,6
-62,-60,-56,-67,6
-61,-75,-59,-60,6
-61,-60,-55,-67,6
-78,-70,-53,-66,6
-75,-72,-57,-60,6
-73,-73,-54,-61,6
-59,-59,-53,-62,6
-70,-74,-55,-62,6
-61,-75,-55,-63,6
-59,-58,-54,-62,6
-70,-75,-55,-62,6
-61,-74,-54,-62,6
-69,-57,-54,-62,6
-69,-74,-54,-62,6
-59,-75,-54,-69,6
-59,-58,-54,-62,6
-59,-58,-54,-69,6
-59,-75,-54,-69,6
-61,-75,-54,-62,6
-69,-58,-54,-69,6
-61,-75,-54,-62,6
-60,-75,-54,-61,6
-61,-59,-54,-62,6
-69,-75,-54,-62,6
-59,-74,-54,-62,6
-59,-74,-54,-62,6
-59,-76,-54,-69,6
-59,-58,-53,-62,6
-59,-75,-54,-62,6
-59,-58,-54,-62,6
-70,-59,-54,-62,6
-59,-75,-54,-69,6
-60,-75,-54,-69,6
-60,-76,-54,-62,6
-59,-75,-55,-62,6
-61,-75,-55,-62,6
-70,-58,-54,-62,6
-59,-58,-55,-63,6
-70,-75,-54,-61,6
-60,-75,-54,-69,6
-59,-58,-55,-62,6
-59,-58,-55,-62,6
-69,-59,-54,-69,6
-61,-58,-54,-62,6
-60,-58,-54,-62,6
-59,-75,-54,-69,6
-59,-58,-55,-69,6
-70,-58,-54,-62,6
-60,-75,-54,-69,6
-59,-58,-54,-62,6
-61,-75,-54,-62,6
-59,-74,-55,-62,6
-70,-75,-54,-70,6
-61,-74,-54,-69,6
-70,-75,-54,-69,6
-60,-58,-54,-62,6
-59,-74,-54,-69,6
-70,-58,-54,-62,6
-70,-74,-55,-69,6
-61,-74,-55,-69,6
-60,-58,-54,-62,6
-60,-74,-54,-69,6
-59,-74,-55,-62,6
-61,-58,-54,-62,6
-59,-74,-54,-62,6
-59,-74,-54,-69,6
-61,-58,-55,-69,6
-70,-58,-54,-62,6
-69,-74,-55,-62,6
-70,-73,-54,-62,6
-60,-74,-55,-62,6
-70,-74,-54,-62,6
-60,-74,-54,-62,6
-59,-74,-55,-69,6
-60,-74,-54,-62,6
-61,-58,-54,-62,6
-59,-58,-54,-62,6
-70,-76,-53,-62,6
-70,-74,-55,-62,6
-60,-58,-54,-69,6
-59,-74,-54,-62,6
-70,-74,-55,-62,6
-71,-74,-53,-69,6
-60,-76,-54,-69,6
-70,-75,-55,-62,6
-60,-74,-54,-69,6
-59,-58,-54,-62,6
-59,-58,-54,-62,6
-70,-77,-54,-70,6
-59,-74,-54,-62,6
-70,-75,-54,-62,6
-60,-76,-54,-70,6
-71,-58,-54,-69,6
-61,-76,-55,-62,6
-71,-75,-55,-62,6
-60,-59,-54,-70,6
-59,-74,-56,-69,6
-59,-59,-53,-61,6
-59,-73,-55,-69,6
-73,-74,-55,-64,6
-61,-72,-57,-64,6
-61,-73,-57,-68,6
-75,-73,-53,-61,6
-61,-59,-53,-68,6
-61,-59,-53,-60,6
-60,-72,-53,-61,6
-74,-59,-57,-65,6
-61,-59,-55,-68,6
-75,-72,-57,-67,6
-74,-59,-55,-68,6
-60,-72,-55,-68,6
-75,-72,-55,-68,6
-75,-72,-57,-60,6
-60,-60,-55,-68,6
-74,-74,-53,-68,6
-75,-59,-55,-65,6
-75,-72,-53,-68,6
-77,-71,-55,-65,6
-60,-72,-55,-65,6
-60,-74,-58,-68,6
-60,-60,-58,-60,6
-61,-71,-53,-60,6
-61,-70,-53,-60,6
-61,-60,-59,-66,6
-62,-60,-59,-66,6
-62,-59,-55,-60,6
-71,-58,-56,-66,6
-60,-72,-58,-61,6
-73,-71,-58,-68,6
-59,-69,-52,-69,6
-62,-73,-52,-63,6
-61,-72,-57,-68,6
-59,-72,-52,-61,6
-75,-72,-58,-68,6
-75,-59,-58,-63,6
-61,-72,-58,-62,6
-74,-72,-57,-68,6
-74,-69,-58,-61,6
-61,-59,-58,-61,6
-59,-71,-52,-63,6
-58,-71,-57,-63,6
-59,-69,-58,-63,6
-74,-59,-58,-61,6
-74,-72,-58,-68,6
-74,-72,-58,-68,6
-61,-60,-58,-68,6
-74,-72,-52,-61,6
-59,-59,-58,-65,6
-59,-72,-58,-61,6
-61,-72,-52,-61,6
-74,-70,-57,-61,6
-59,-71,-58,-69,6
-75,-59,-52,-68,6
-59,-72,-58,-61,6
-59,-72,-58,-69,6
-59,-73,-57,-63,6
-74,-71,-58,-62,6
-59,-71,-58,-68,6
-59,-70,-58,-63,6
-74,-70,-52,-61,6
-61,-71,-57,-63,6
-61,-71,-52,-63,6
-61,-70,-52,-61,6
-61,-59,-52,-61,6
-59,-72,-57,-69,6
-59,-70,-53,-63,6
-61,-71,-58,-61,6
-59,-59,-58,-68,6
-75,-70,-52,-68,6
-59,-60,-52,-61,6
-75,-70,-52,-63,6
-59,-70,-57,-67,6
-74,-72,-58,-61,6
-73,-70,-58,-68,6
-59,-60,-52,-63,6
-61,-72,-58,-61,6
-74,-70,-57,-61,6
-74,-72,-58,-63,6
-61,-70,-52,-61,6
-74,-72,-57,-61,6
-61,-59,-58,-63,6
-74,-70,-55,-68,6
-61,-72,-58,-61,6
-74,-70,-52,-68,6
-59,-59,-58,-69,6
-59,-70,-52,-68,6
-74,-60,-58,-66,6
-74,-59,-58,-61,6
-59,-72,-57,-61,6
-74,-60,-53,-68,6
-59,-70,-57,-62,6
-59,-59,-58,-68,6
-61,-59,-52,-60,6
-59,-59,-52,-70,6
-74,-72,-58,-61,6
-61,-72,-57,-68,6
-74,-59,-58,-69,6
-74,-59,-58,-63,6
-74,-60,-53,-68,6
-59,-72,-58,-68,6
-74,-72,-52,-61,6
-59,-72,-52,-63,6
-74,-59,-57,-68,6
-59,-59,-53,-61,6
-74,-71,-58,-63,6
-61,-70,-57,-68,6
-74,-70,-58,-69,6
-61,-72,-52,-61,6
-74,-71,-58,-68,6
-58,-59,-58,-61,6
-58,-71,-58,-61,6
-59,-71,-58,-63,6
-59,-71,-57,-69,6
-59,-60,-57,-69,6
-58,-59,-58,-63,6
-58,-72,-52,-61,6
-74,-72,-58,-68,6
-59,-59,-52,-69,6
-75,-71,-57,-61,6
-59,-71,-52,-68,6
-59,-71,-52,-68,6
-61,-59,-52,-68,6
-58,-72,-58,-68,6
-58,-73,-57,-61,6
-58,-72,-58,-61,6
-61,-70,-52,-69,6
-58,-72,-52,-63,6
-61,-59,-58,-69,6
-74,-59,-58,-69,6
-58,-72,-58,-63,6
-61,-70,-58,-61,6
-55,-72,-58,-63,6
-65,-61,-51,-61,7
-64,-67,-52,-67,7
-62,-62,-52,-74,7
-62,-60,-51,-61,7
-66,-65,-52,-61,7
-69,-66,-51,-66,7
-62,-65,-52,-67,7
-61,-62,-52,-75,7
-61,-61,-52,-74,7
-62,-61,-50,-67,7
-62,-61,-50,-67,7
-62,-66,-52,-67,7
-61,-60,-53,-71,7
-61,-61,-53,-62,7
-61,-62,-49,-62,7
-61,-61,-53,-76,7
-65,-60,-51,-61,7
-61,-60,-49,-75,7
-62,-65,-49,-67,7
-62,-65,-51,-76,7
-61,-61,-51,-62,7
-61,-65,-53,-62,7
-61,-60,-51,-75,7
-61,-61,-51,-68,7
-64,-65,-53,-68,7
-64,-65,-51,-75,7
-61,-65,-49,-61,7
-61,-61,-51,-68,7
-61,-60,-53,-61,7
-62,-65,-49,-61,7
-62,-65,-51,-68,7
-61,-60,-51,-75,7
-62,-61,-53,-76,7
-61,-61,-49,-68,7
-61,-65,-53,-62,7
-64,-65,-51,-75,7
-62,-61,-51,-68,7
-62,-61,-49,-75,7
-62,-61,-52,-75,7
-62,-65,-53,-68,7
-64,-65,-53,-74,7
-61,-65,-52,-62,7
-62,-66,-53,-62,7
-62,-60,-53,-62,7
-62,-61,-51,-75,7
-61,-61,-49,-76,7
-61,-65,-51,-68,7
-64,-61,-53,-75,7
-65,-60,-51,-75,7
-62,-66,-51,-61,7
-61,-65,-53,-76,7
-61,-60,-52,-62,7
-62,-61,-49,-76,7
-65,-65,-49,-62,7
-61,-61,-49,-68,7
-63,-61,-53,-62,7
